tracking_id FPKM locus gene_id tracking_id
gene:AT1G78830 34.0352 1:29636817-29638773 gene:AT1G78830 gene:AT1G78830
gene:AT1G78860 2.74197 1:29646002-29647691 gene:AT1G78860 gene:AT1G78860
gene:AT1G78865 5.63436 1:29647737-29649951 gene:AT1G78865 gene:AT1G78865
gene:AT1G09833 2.65172e-06 1:29647838-29648285 gene:AT1G09833 gene:AT1G09833
gene:AT1G78850 69.8831 1:29641859-29643535 gene:AT1G78850 gene:AT1G78880
gene:AT1G78880 15.6839 1:29652632-29655949 gene:AT1G78880 gene:AT1G78850
gene:AT1G78870 42.6181 1:29650375-29652627 gene:AT1G78870 gene:AT1G78890
gene:AT1G78890 35.8086 1:29656429-29658634 gene:AT1G78890 gene:AT1G78895
gene:AT1G78895 11.8222 1:29658115-29660006 gene:AT1G78895 gene:AT1G78870
gene:AT1G78930 1.55334 1:29677903-29680757 gene:AT1G78930 gene:AT1G78950
gene:AT1G78950 0.625538 1:29684235-29688800 gene:AT1G78950 gene:AT1G78940
gene:AT1G78910 3.08051 1:29680781-29684180 gene:AT1G78940 gene:AT1G78930
gene:AT1G09837 0 1:29688905-29694255 gene:AT1G78955 gene:AT1G78955
gene:AT1G78915 15.4243 1:29665165-29667656 gene:AT1G78910 gene:AT1G78990
gene:AT1G78940 2.25128 1:29668452-29668642 gene:AT1G09837 gene:AT1G78960
gene:AT1G78955 0.67299 1:29667564-29671341 gene:AT1G78915 gene:AT1G78910
gene:AT1G78960 3.43695 1:29696393-29701439 gene:AT1G78990 gene:AT1G09837
gene:AT1G78990 0.570337 1:29713315-29715017 gene:AT1G78960 gene:AT1G78915
gene:AT1G78995 19.4868 1:29715071-29716255 gene:AT1G78995 gene:AT1G78970
gene:AT1G78920 19.3086 1:29671412-29677537 gene:AT1G78970 gene:AT1G78980
gene:AT1G78922 1.81201 1:29676754-29677815 gene:AT1G78980 gene:AT1G78995
gene:AT1G78970 13.1834 1:29703054-29708175 gene:AT1G78920 gene:AT1G78920
gene:AT1G78980 4.0565e-230 1:29707624-29711421 gene:AT1G78922 gene:AT1G78922
gene:AT1G79000 8.21913 1:29727043-29730593 gene:AT1G79000 gene:AT1G79000
gene:AT1G79020 6.12768 1:29716349-29724748 gene:AT1G79020 gene:AT1G79020
gene:AT1G79030 9.83662 1:29730641-29734444 gene:AT1G79030 gene:AT1G79010
gene:AT1G79010 98.5615 1:29724795-29727028 gene:AT1G79010 gene:AT1G79030
gene:AT1G78900 118.782 1:29660087-29665078 gene:AT1G78900 gene:AT1G78900
gene:AT1G79060 5.2666 1:29741727-29743766 gene:AT1G79060 gene:AT1G79060
gene:AT1G79070 7.04317 1:29744270-29745815 gene:AT1G79070 gene:AT1G79070
gene:AT1G79075 91.4329 1:29745938-29746842 gene:AT1G79075 gene:AT1G79075
gene:AT1G79080 7.29623 1:29746971-29749085 gene:AT1G79080 gene:AT1G79100
gene:AT1G79100 0 1:29753647-29754256 gene:AT1G79100 gene:AT1G79080
gene:AT1G79103 0.55612 1:29754535-29755988 gene:AT1G79103 gene:AT1G79103
gene:AT1G09857 0 1:29770175-29770459 gene:AT1G09857 gene:AT1G79120
gene:AT1G79130 0 1:29764088-29768793 gene:AT1G79120 gene:AT1G09857
gene:AT1G79120 0.341474 1:29769083-29769583 gene:AT1G09847 gene:AT1G79130
gene:AT1G09847 0 1:29769158-29769618 gene:AT1G09853 gene:AT1G09847
gene:AT1G09853 0 1:29771217-29771887 gene:AT1G79130 gene:AT1G09853
gene:AT1G79110 13.4849 1:29759029-29760789 gene:AT1G79110 gene:AT1G79090
gene:AT1G79170 10.8348 1:29772509-29778016 gene:AT1G79090 gene:AT1G79110
gene:AT1G79180 0.133832 1:29782272-29782622 gene:AT1G79150 gene:AT1G79170
gene:AT1G79150 9.85229 1:29749100-29753330 gene:AT1G79170 gene:AT1G79160
gene:AT1G79160 18.1354 1:29786256-29787820 gene:AT1G79180 gene:AT1G79180
gene:AT1G79090 13.0156 1:29779516-29780876 gene:AT1G79160 gene:AT1G79150
gene:AT1G79190 2.99933 1:29788465-29794251 gene:AT1G79190 gene:AT1G79190
gene:AT1G79240 0 1:29794372-29796114 gene:AT1G79200 gene:AT1G79240
gene:AT1G79200 15.4867 1:29796080-29798836 gene:AT1G79210 gene:AT1G79250
gene:AT1G79210 41.4956 1:29804122-29804195 gene:AT1G79240 gene:AT1G79200
gene:AT1G79250 0.0257939 1:29810133-29812683 gene:AT1G79250 gene:AT1G79210
gene:AT1G79260 25.1318 1:29813145-29814351 gene:AT1G79260 gene:AT1G79260
gene:AT1G79290 0 1:29833116-29833188 gene:AT1G79290 gene:AT1G79220
gene:AT1G79300 0 1:29833717-29833789 gene:AT1G79300 gene:AT1G79230
gene:AT1G79320 0 1:29836643-29838140 gene:AT1G79220 gene:AT1G79290
gene:AT1G79310 1.26083 1:29833838-29835728 gene:AT1G79230 gene:AT1G79300
gene:AT1G79330 0.327472 1:29838550-29840317 gene:AT1G79320 gene:AT1G79310
gene:AT1G79220 1.84965 1:29798850-29800571 gene:AT1G79310 gene:AT1G79320
gene:AT1G79230 56.1817 1:29800562-29804033 gene:AT1G79330 gene:AT1G79330
gene:AT1G79370 0 1:29857933-29860163 gene:AT1G79370 gene:AT1G79370
gene:AT1G79360 0.875327 1:29853959-29855872 gene:AT1G79360 gene:AT1G79360
gene:AT1G79400 0.126961 1:29864991-29867840 gene:AT1G79400 gene:AT1G79400
gene:AT1G79410 2.94024 1:29867853-29869784 gene:AT1G79410 gene:AT1G79340
gene:AT1G79340 49.9423 1:29871325-29874329 gene:AT1G79340 gene:AT1G79350
gene:AT1G79350 7.43149 1:29842586-29844638 gene:AT1G79350 gene:AT1G79420
gene:AT1G79420 6.41373 1:29844620-29853466 gene:AT1G79420 gene:AT1G79410
gene:AT1G79430 3.96376 1:29877227-29879279 gene:AT1G79430 gene:AT1G79430
gene:AT1G79450 0.428463 1:29887615-29890211 gene:AT1G79440 gene:AT1G79380
gene:AT1G79440 4.77314 1:29882120-29887414 gene:AT1G79450 gene:AT1G79390
gene:AT1G79490 2.52176 1:29890366-29894646 gene:AT1G79490 gene:AT1G79450
gene:AT1G79380 31.2728 1:29894568-29897166 gene:AT1G79480 gene:AT1G79490
gene:AT1G79390 53.9761 1:29860490-29863316 gene:AT1G79485 gene:AT1G79460
gene:AT1G79480 0.361516 1:29863224-29864330 gene:AT1G79380 gene:AT1G79470
gene:AT1G79485 0 1:29900442-29903319 gene:AT1G79390 gene:AT1G79480
gene:AT1G79460 5.87424 1:29897596-29899604 gene:AT1G79460 gene:AT1G79485
gene:AT1G79470 4.21594 1:29898480-29898828 gene:AT1G79470 gene:AT1G79440
gene:AT1G09867 0 1:29903352-29906653 gene:AT1G79500 gene:AT1G79500
gene:AT1G79500 9.77403 1:29911239-29911379 gene:AT1G09867 gene:AT1G09867
gene:AT1G79270 23.1573 1:29919974-29923124 gene:AT1G79270 gene:AT1G79529
gene:AT1G79280 8.62305 1:29922828-29923128 gene:AT1G79280 gene:AT1G79530
gene:AT1G79540 2.35174 1:29915661-29916410 gene:AT1G79540 gene:AT1G79540
gene:AT1G09887 0 1:29915901-29919408 gene:AT1G09887 gene:AT1G09887
gene:AT1G79520 16.7728 1:29815469-29819678 gene:AT1G79529 gene:AT1G79270
gene:AT1G09873 0 1:29818969-29833016 gene:AT1G79530 gene:AT1G79280
gene:AT1G09877 0 1:29911380-29914967 gene:AT1G79520 gene:AT1G79520
gene:AT1G09883 0 1:29911423-29911447 gene:AT1G09873 gene:AT1G09873
gene:AT1G09863 4.96205 1:29911622-29911708 gene:AT1G09877 gene:AT1G09877
gene:AT1G79510 23.3514 1:29911740-29911812 gene:AT1G09883 gene:AT1G09883
gene:AT1G79529 0.422157 1:29906696-29909441 gene:AT1G09863 gene:AT1G09863
gene:AT1G79530 29.2093 1:29908012-29909988 gene:AT1G79510 gene:AT1G79510
gene:AT1G79580 0 1:29940802-29943713 gene:AT1G79580 gene:AT1G79580
gene:AT1G79590 18.1606 1:29946184-29948807 gene:AT1G79590 gene:AT1G79590
gene:AT1G79610 7.52305 1:29952872-29957201 gene:AT1G79610 gene:AT1G79610
gene:AT1G79620 1.80713 1:29957389-29962323 gene:AT1G79620 gene:AT1G79620
gene:AT1G79600 53.4127 1:29966312-29971640 gene:AT1G79640 gene:AT1G79600
gene:AT1G79640 1.57773 1:29979972-29982819 gene:AT1G79680 gene:AT1G79640
gene:AT1G79680 0.0380595 1:29962644-29965795 gene:AT1G79600 gene:AT1G79680
gene:AT1G79630 13.5916 1:29971988-29975359 gene:AT1G79630 gene:AT1G79630
gene:AT1G79660 21.1226 1:29949909-29952726 gene:AT1G79650 gene:AT1G79660
gene:AT1G09903 2.23668e-168 1:29975666-29976773 gene:AT1G79660 gene:AT1G09903
gene:AT1G09897 0.219179 1:29978634-29978822 gene:AT1G09903 gene:AT1G09897
gene:AT1G79670 7.77861 1:29975927-29976318 gene:AT1G09897 gene:AT1G79670
gene:AT1G79650 15.2308 1:29976724-29979356 gene:AT1G79670 gene:AT1G79650
gene:AT1G79710 2.47147 1:29994961-29997201 gene:AT1G79710 gene:AT1G79040
gene:AT1G09913 1.34346 1:29998362-29998796 gene:AT1G09913 gene:AT1G09843
gene:AT1G79720 22.3779 1:29997126-29999045 gene:AT1G79720 gene:AT1G79050
gene:AT1G79690 12.3777 1:29985045-29990388 gene:AT1G79690 gene:AT1G79710
gene:AT1G09907 0 1:29992704-29993059 gene:AT1G09907 gene:AT1G09913
gene:AT1G79700 5.7705 1:29990335-29993766 gene:AT1G79700 gene:AT1G79720
gene:AT1G79730 18.897 1:30000537-30004083 gene:AT1G79730 gene:AT1G79690
gene:AT1G79740 14.0977 1:30004056-30007190 gene:AT1G79740 gene:AT1G09907
gene:AT1G79770 0.0469367 1:30014232-30015392 gene:AT1G79770 gene:AT1G79700
gene:AT1G79760 1.85146 1:30011980-30013495 gene:AT1G79550 gene:AT1G79730
gene:AT1G79780 0.535365 1:30015711-30016856 gene:AT1G09893 gene:AT1G79740
gene:AT1G79790 0 1:30016670-30016766 gene:AT1G79570 gene:AT1G79760
gene:AT1G79800 0.0828251 1:30018489-30019315 gene:AT1G79560 gene:AT1G79770
gene:AT1G79790 47.049 1:29924022-29926636 gene:AT1G79760 gene:AT1G79550
gene:AT1G79550 147.241 1:29928447-29928543 gene:AT1G79780 gene:AT1G09893
gene:AT1G09893 0 1:29932577-29938856 gene:AT1G79790 gene:AT1G79570
gene:AT1G79570 7.79557 1:29926623-29932585 gene:AT1G79800 gene:AT1G79560
gene:AT1G79560 15.8642 1:30016880-30018234 gene:AT1G79750 gene:AT1G79780
gene:AT1G79750 66.5055 1:30007287-30011690 gene:AT1G79790 gene:AT1G79790
gene:AT1G79860 0 1:30041988-30044297 gene:AT1G79860 gene:AT1G79800
gene:AT1G79915 0 1:30057205-30058657 gene:AT1G79915 gene:AT1G79790
gene:AT1G79910 0.522142 1:30054551-30057181 gene:AT1G79910 gene:AT1G79750
gene:AT1G79890 1.68891 1:30019743-30022486 gene:AT1G79810 gene:AT1G79860
gene:AT1G79900 0.72793 1:30026770-30026967 gene:AT1G09923 gene:AT1G79915
gene:AT1G79870 50.2009 1:30021176-30021681 gene:AT1G09917 gene:AT1G79910
gene:AT1G79880 11.3931 1:30022259-30027634 gene:AT1G79820 gene:AT1G79810
gene:AT1G79810 20.0478 1:30027568-30033907 gene:AT1G79830 gene:AT1G09923
gene:AT1G09923 0 1:30048518-30052203 gene:AT1G79890 gene:AT1G09917
gene:AT1G09917 0 1:30051954-30053936 gene:AT1G79900 gene:AT1G79820
gene:AT1G79820 10.3822 1:30044745-30046148 gene:AT1G79870 gene:AT1G79830
gene:AT1G79830 24.6855 1:30046027-30048408 gene:AT1G79880 gene:AT1G79890
gene:AT1G79920 22.9274 1:30080954-30081258 gene:AT1G09937 gene:AT1G79900
gene:AT1G09937 0 1:30083995-30084069 gene:AT1G79980 gene:AT1G79870
gene:AT1G79930 25.2679 1:30063447-30067589 gene:AT1G79920 gene:AT1G79880
gene:AT1G79980 0 1:30059301-30062824 gene:AT1G79930 gene:AT1G09937
gene:AT1G79950 5.72969 1:30084113-30085601 gene:AT1G79985 gene:AT1G79920
gene:AT1G79960 7.65154e-78 1:30073523-30080778 gene:AT1G79950 gene:AT1G79980
gene:AT1G79985 25.5769 1:30079664-30080552 gene:AT1G79960 gene:AT1G79985
gene:AT1G79940 28.096 1:30082076-30083894 gene:AT1G79970 gene:AT1G79970
gene:AT1G79970 57.8529 1:30069518-30073440 gene:AT1G79940 gene:AT1G79930
gene:AT1G80010 8.44877 1:30097335-30100045 gene:AT1G80010 gene:AT1G80010
gene:AT1G80000 11.8785 1:30085749-30092239 gene:AT1G80000 gene:AT1G79940
gene:AT1G79990 17.6048 1:30086031-30086168 gene:AT1G79990 gene:AT1G79950
gene:AT1G09947 0 1:30092806-30097323 gene:AT1G09947 gene:AT1G79960
gene:AT1G79840 7.35744 1:30114448-30117645 gene:AT1G80060 gene:AT1G79840
gene:AT1G09927 654.886 1:30111496-30114010 gene:AT1G79840 gene:AT1G09927
gene:AT1G79850 101.92 1:30036955-30041440 gene:AT1G09927 gene:AT1G79850
gene:AT1G80050 18.6528 1:30041285-30041963 gene:AT1G79850 gene:AT1G80000
gene:AT1G80060 3.2948 1:30041242-30041952 gene:AT1G80050 gene:AT1G79990
gene:AT1G79040 6827.71 1:30130217-30131940 gene:AT1G80090 gene:AT1G09947
gene:AT1G09843 6.3062e-15 1:30133717-30134937 gene:AT1G80100 gene:AT1G80050
gene:AT1G79050 17.6754 1:30127818-30129649 gene:AT1G80110 gene:AT1G80060
gene:AT1G80030 31.8388 1:30135023-30136956 gene:AT1G80080 gene:AT1G80080
gene:AT1G80040 47.8678 1:30138817-30140360 gene:AT1G80120 gene:AT1G80090
gene:AT1G80090 0 1:30146610-30148180 gene:AT1G80130 gene:AT1G80100
gene:AT1G80080 7.62916 1:30143627-30144313 gene:AT1G80133 gene:AT1G80120
gene:AT1G80110 2.43997 1:30140911-30142697 gene:AT1G80140 gene:AT1G80110
gene:AT1G80120 1.71444 1:30145385-30145878 gene:AT1G09953 gene:AT1G80030
gene:AT1G80100 1.74923 1:30145493-30145695 gene:AT1G09957 gene:AT1G80040
gene:AT1G80133 0 1:30148329-30150556 gene:AT1G80150 gene:AT1G80133
gene:AT1G80130 6.74627 1:30150896-30152614 gene:AT1G80160 gene:AT1G80140
gene:AT1G80140 0 1:30152285-30152501 gene:AT1G80165 gene:AT1G80070
gene:AT1G09953 0 1:30117846-30127811 gene:AT1G80170 gene:AT1G09953
gene:AT1G09957 0 1:30153212-30155894 gene:AT1G80030 gene:AT1G09957
gene:AT1G80150 2.77853 1:30104829-30109087 gene:AT1G80040 gene:AT1G80170
gene:AT1G80160 0.206969 1:30109058-30111284 gene:AT1G80070 gene:AT1G80150
gene:AT1G80165 0 1:30161851-30162999 gene:AT1G80200 gene:AT1G80160
gene:AT1G80170 5.26863 1:30167838-30168606 gene:AT1G80220 gene:AT1G80165
gene:AT1G80200 2.80825 1:30156681-30157808 gene:AT1G80180 gene:AT1G80200
gene:AT1G80070 25.3216 1:30158922-30161829 gene:AT1G80190 gene:AT1G80220
gene:AT1G80220 0 1:30163128-30165755 gene:AT1G80210 gene:AT1G80180
gene:AT1G80180 63.0016 1:30174006-30174085 gene:AT1G80240 gene:AT1G80210
gene:AT1G80210 12.7141 1:30171356-30173109 gene:AT1G80250 gene:AT1G80130
gene:AT1G80190 5.89068 1:30169455-30171334 gene:AT1G80230 gene:AT1G80190
gene:AT1G80250 0 1:30174100-30175553 gene:AT1G80245 gene:AT1G80250
gene:AT1G80240 0.0654012 1:30187919-30189823 gene:AT1G80290 gene:AT1G80240
gene:AT1G80230 39.0442 1:30175641-30180745 gene:AT1G80260 gene:AT1G80245
gene:AT1G80245 8.70384 1:30180906-30183561 gene:AT1G80340 gene:AT1G80230
gene:AT1G80290 6.26685 1:30183534-30186716 gene:AT1G80270 gene:AT1G80260
gene:AT1G80260 9.44862 1:30200465-30202349 gene:AT1G80280 gene:AT1G80290
gene:AT1G80340 0.0719027 1:30205313-30208268 gene:AT1G80350 gene:AT1G80340
gene:AT1G80350 13.1626 1:30213704-30217102 gene:AT1G80370 gene:AT1G80350
gene:AT1G80270 10.2321 1:30191537-30194605 gene:AT1G80360 gene:AT1G80370
gene:AT1G80280 16.8656 1:30194617-30196554 gene:AT1G80300 gene:AT1G80300
gene:AT1G80370 6.63483 1:30196781-30197896 gene:AT1G80310 gene:AT1G80310
gene:AT1G80300 32.4111 1:30194604-30198071 gene:AT1G80320 gene:AT1G80320
gene:AT1G80310 7.72587 1:30194697-30195732 gene:AT1G80325 gene:AT1G80325
gene:AT1G80320 1.69943 1:30198060-30199537 gene:AT1G80315 gene:AT1G80315
gene:AT1G80325 2.59556 1:30208407-30211592 gene:AT1G80330 gene:AT1G80330
gene:AT1G80315 1.01445e-05 1:30221628-30222769 gene:AT1G80390 gene:AT1G80270
gene:AT1G80330 0 1:30239644-30239894 gene:AT1G09967 gene:AT1G80280
gene:AT1G80360 29.752 1:30239749-30239969 gene:AT1G09973 gene:AT1G80360
gene:AT1G80390 0.265666 1:30243429-30244949 gene:AT1G80450 gene:AT1G80390
gene:AT1G09967 0 1:30241451-30243176 gene:AT1G80440 gene:AT1G09967
gene:AT1G09973 0 1:30235163-30238535 gene:AT1G80420 gene:AT1G09973
gene:AT1G80450 3.08817 1:30237783-30237865 gene:AT1G80430 gene:AT1G80440
gene:AT1G80440 25.3519 1:30256064-30258032 gene:AT1G80400 gene:AT1G80450
gene:AT1G80420 15.7969 1:30258004-30260732 gene:AT1G09963 gene:AT1G80420
gene:AT1G80430 0 1:30246682-30249337 gene:AT1G80410 gene:AT1G80430
gene:AT1G80400 10.4735 1:30225175-30227575 gene:AT1G80470 gene:AT1G80460
gene:AT1G09963 0.931603 1:30228004-30228447 gene:AT1G80480 gene:AT1G80525
gene:AT1G80410 23.5225 1:30227484-30235087 gene:AT1G80460 gene:AT1G80510
gene:AT1G80470 0 1:30277489-30277905 gene:AT1G80525 gene:AT1G80400
gene:AT1G80480 11.667 1:30272848-30274891 gene:AT1G80510 gene:AT1G09963
gene:AT1G80460 24.1616 1:30275758-30276154 gene:AT1G09977 gene:AT1G80410
gene:AT1G80525 0 1:30276115-30277278 gene:AT1G80520 gene:AT1G80500
gene:AT1G80510 5.92144 1:30281345-30284536 gene:AT1G80540 gene:AT1G09977
gene:AT1G09977 0 1:30277908-30280359 gene:AT1G80555 gene:AT1G80520
gene:AT1G80520 2.62042 1:30270444-30272668 gene:AT1G80530 gene:AT1G80530
gene:AT1G80540 0.245548 1:30286955-30287741 gene:AT1G80550 gene:AT1G80490
gene:AT1G80555 0.382643 1:30284889-30286798 gene:AT1G80500 gene:AT1G80540
gene:AT1G80530 12.3886 1:30260817-30267125 gene:AT1G80590 gene:AT1G80550
gene:AT1G80550 6.46051 1:30296165-30297224 gene:AT1G80580 gene:AT1G80470
gene:AT1G80500 43.4828 1:30297613-30297846 gene:AT1G80570 gene:AT1G80480
gene:AT1G80590 0 1:30293557-30294328 gene:AT1G80560 gene:AT1G80555
gene:AT1G09983 0 1:30290324-30292420 gene:AT1G80490 gene:AT1G80580
gene:AT1G80580 0.0779078 1:30287762-30290299 gene:AT1G09983 gene:AT1G80590
gene:AT1G80570 1.90874 1:30300713-30304428 gene:AT1G80610 gene:AT1G09983
gene:AT1G80560 28.6802 1:30305021-30307453 gene:AT1G80620 gene:AT1G80570
gene:AT1G80490 16.153 1:30307504-30308844 gene:AT1G79040 gene:AT1G80380
gene:AT1G80610 4.60093 1:30308695-30310667 gene:AT1G09843 gene:AT1G80560
gene:AT1G80620 15.1845 1:30298461-30300658 gene:AT1G79050 gene:AT1G80610
gene:AT1G80380 85.4176 1:30311526-30314450 gene:AT1G80625 gene:AT1G80620
gene:AT1G80600 55.6883 1:30314492-30316002 gene:AT1G80630 gene:AT1G80625
gene:AT1G80625 0.0456764 1:30315963-30320197 gene:AT1G80600 gene:AT1G80630
gene:AT1G80630 4.64284 1:30329038-30330944 gene:AT1G80380 gene:AT1G80600
gene:AT1G80640 20.26 1:30333422-30335940 gene:AT1G80640 gene:AT1G80640
gene:AT1G80650 18.2066 1:30331841-30333400 gene:AT1G80690 gene:AT1G80690
gene:AT1G80660 0.0173602 1:30320524-30323902 gene:AT1G80650 gene:AT1G80650
gene:AT1G80690 10.4994 1:30323881-30328880 gene:AT1G80660 gene:AT1G80660
gene:AT1G80710 2.23452 1:30342393-30347048 gene:AT1G80710 gene:AT1G80710
gene:AT1G80740 0 1:30347425-30348482 gene:AT1G80740 gene:AT1G80730
gene:AT1G80730 1.45719 1:30339321-30340385 gene:AT1G80730 gene:AT1G80740
gene:AT1G80700 15.7435 1:30336096-30337716 gene:AT1G80700 gene:AT1G80720
gene:AT1G80720 7.28766 1:30348669-30350564 gene:AT1G80720 gene:AT1G80700
gene:AT1G80670 12.8425 1:30350538-30352208 gene:AT1G80670 gene:AT1G80745
gene:AT1G80680 7.90282 1:29735951-29737009 gene:AT1G80680 gene:AT1G80670
gene:AT1G80745 1.19497 1:29739891-29740072 gene:AT1G80745 gene:AT1G80680
gene:AT1G80750 48.4362 1:29736958-29740179 gene:AT1G80750 gene:AT1G80750
gene:AT1G80760 72.0669 1:30217115-30220595 gene:AT1G80760 gene:AT1G80760
gene:AT1G80770 28.4992 1:30355024-30357988 gene:AT1G80770 gene:AT1G80865
gene:AT1G80810 3.95043 1:30364945-30369154 gene:AT1G80810 gene:AT1G80780
gene:AT1G80790 19.0846 1:30389537-30390557 gene:AT1G80780 gene:AT1G80840
gene:AT1G80865 0.528186 1:30357999-30359606 gene:AT1G80790 gene:AT1G09987
gene:AT1G80780 84.2801 1:30359648-30363427 gene:AT1G80865 gene:AT1G80850
gene:AT1G80840 0.602463 1:30387977-30389434 gene:AT1G80840 gene:AT1G80790
gene:AT1G09987 1.61291e-07 1:30383560-30385499 gene:AT1G09987 gene:AT1G80860
gene:AT1G80850 11.7444 1:30386732-30387446 gene:AT1G80850 gene:AT1G80870
gene:AT1G80880 1.98003 1:30385448-30387602 gene:AT1G80860 gene:AT1G80880
gene:AT1G80870 10.3208 1:30391898-30394398 gene:AT1G80870 gene:AT1G80820
gene:AT1G80860 30.2827 1:30394650-30397007 gene:AT1G80880 gene:AT1G80830
gene:AT1G80820 2.10885 1:30370473-30372799 gene:AT1G80820 gene:AT1G80810
gene:AT1G80830 27.8767 1:30372667-30376072 gene:AT1G80830 gene:AT1G80910
gene:AT1G80890 20.9367 1:30397127-30398210 gene:AT1G80890 gene:AT1G80920
gene:AT1G09993 0.549989 1:30397171-30397804 gene:AT1G09993 gene:AT1G80890
gene:AT1G80900 3.43344 1:30398149-30400399 gene:AT1G80900 gene:AT1G09993
gene:AT1G80910 10.1711 1:30400630-30403726 gene:AT1G80930 gene:AT1G80900
gene:AT1G80920 85.841 1:30403502-30404713 gene:AT1G80910 gene:AT1G80930
gene:AT1G80930 19.9088 1:30405338-30409768 gene:AT1G80920 gene:AT1G80990
gene:AT1G80990 0 1:30424420-30425192 gene:AT1G80970 gene:AT1G80970
gene:AT1G80970 2.24213 1:30420101-30421995 gene:AT1G80990 gene:AT2G01008
gene:AT2G01008 0.258655 2:1024-3173 gene:AT2G01008 gene:AT2G03855
gene:AT2G03855 1.98099e-05 2:2804-3176 gene:AT2G03855 gene:AT1G80980
gene:AT1G80980 11.1163 1:30422049-30424152 gene:AT1G80980 gene:AT1G80770
gene:AT1G80940 28.9753 1:30410584-30412289 gene:AT1G80940 gene:AT1G80940
gene:AT1G80960 2.85913 1:30415122-30419047 gene:AT1G80960 gene:AT1G80960
gene:AT1G80950 15.9554 1:30412148-30415264 gene:AT1G80950 gene:AT1G80950
gene:AT1G09997 0 1:30418504-30418884 gene:AT1G09997 gene:AT1G09997
gene:AT2G01020 1680.4 2:5781-5945 gene:AT2G01020 gene:AT2G01020
gene:AT2G01021 0 2:6570-6672 gene:AT2G01021 gene:AT2G01021
gene:AT2G01023 0 2:9647-9767 gene:AT2G01023 gene:AT2G01023
gene:AT2G01035 0.0363193 2:50287-51487 gene:AT2G01035 gene:AT2G01035
gene:AT2G01050 0 2:53268-54468 gene:AT2G01045 gene:AT2G01045
gene:AT2G01045 0.0363193 2:68336-69884 gene:AT2G01050 gene:AT2G01050
gene:AT2G03885 0 2:72281-72622 gene:AT2G03885 gene:AT2G03885
gene:AT2G01080 11.7551 2:77887-79373 gene:AT2G01080 gene:AT2G01080
gene:AT2G01070 10.842 2:73207-75509 gene:AT2G01060 gene:AT2G01070
gene:AT2G01060 30.4414 2:75519-77865 gene:AT2G01070 gene:AT2G01060
gene:AT2G01160 0 2:3705-5513 gene:AT2G01160 gene:AT2G01160
gene:AT2G01175 0.144958 2:102064-102138 gene:AT2G01175 gene:AT2G01150
gene:AT2G01150 7.08922 2:104883-106291 gene:AT2G01150 gene:AT2G01175
gene:AT2G01170 3.86031 2:100483-101566 gene:AT2G01170 gene:AT2G01090
gene:AT2G01190 7.65322 2:102155-104574 gene:AT2G01190 gene:AT2G01100
gene:AT2G01180 7.61961 2:114925-117750 gene:AT2G01200 gene:AT2G03895
gene:AT2G01200 0.000212247 2:117968-120095 gene:AT2G01210 gene:AT2G01110
gene:AT2G01210 7.07297 2:119269-121980 gene:AT2G01240 gene:AT2G01190
gene:AT2G01240 0 2:128290-129132 gene:AT2G01090 gene:AT2G01170
gene:AT2G01090 45.6526 2:106620-108829 gene:AT2G01100 gene:AT2G01200
gene:AT2G01100 54.6279 2:79778-81710 gene:AT2G03895 gene:AT2G01210
gene:AT2G03895 3.16147 2:81435-83290 gene:AT2G01110 gene:AT2G01240
gene:AT2G01110 65.3045 2:84872-85086 gene:AT2G01180 gene:AT2G01180
gene:AT2G03905 0 2:83259-85258 gene:AT2G03905 gene:AT2G01120
gene:AT2G01220 25.3267 2:122881-123086 gene:AT2G01220 gene:AT2G01130
gene:AT2G01120 6.77905 2:123022-126611 gene:AT2G01120 gene:AT2G01140
gene:AT2G01130 8.04669 2:85400-88399 gene:AT2G01130 gene:AT2G03905
gene:AT2G01140 102.435 2:88319-94753 gene:AT2G01140 gene:AT2G01220
gene:AT2G01260 14.2505 2:94726-96863 gene:AT2G01260 gene:AT2G01010
gene:AT2G01310 0 2:135222-137916 gene:AT2G01310 gene:AT2G01260
gene:AT2G01300 1.00182 2:152297-152827 gene:AT2G01300 gene:AT2G01300
gene:AT2G01270 21.4937 2:151056-151971 gene:AT2G01270 gene:AT2G01310
gene:AT2G01275 0 2:139308-142560 gene:AT2G01275 gene:AT2G01280
gene:AT2G01280 0.236641 2:142497-144524 gene:AT2G01280 gene:AT2G03925
gene:AT2G03925 29.308 2:145675-149394 gene:AT2G03925 gene:AT2G01290
gene:AT2G01290 27.0254 2:148874-149493 gene:AT2G01290 gene:AT2G01270
gene:AT2G01010 583.027 2:148918-150585 gene:AT2G01010 gene:AT2G01275
gene:AT2G01360 0 2:167930-168479 gene:AT2G01360 gene:AT2G01370
gene:AT2G01370 0 2:168630-169642 gene:AT2G01370 gene:AT2G01360
gene:AT2G01379 4.87864e-06 2:172175-174137 gene:AT2G01390 gene:AT2G01390
gene:AT2G03945 0.473962 2:171097-171472 gene:AT2G01379 gene:AT2G01379
gene:AT2G01390 1.40668 2:171156-171433 gene:AT2G03945 gene:AT2G03945
gene:AT2G03985 0 2:178959-179203 gene:AT2G03985 gene:AT2G03985
gene:AT2G01340 4.98842 2:183939-184734 gene:AT2G01340 gene:AT2G01400
gene:AT2G01350 40.0441 2:187607-190369 gene:AT2G01350 gene:AT2G03975
gene:AT2G01430 1.35026 2:174167-175617 gene:AT2G01250 gene:AT2G01410
