tracking_id FPKM locus gene_id tracking_id
gene:Os02g0210600 0.127576 2:6205379-6207340 gene:Os02g0210600 gene:Os02g0210600
gene:Os02g0210700 1.37188e-07 2:6183114-6188582 gene:Os02g0210700 gene:Os02g0210700
gene:Os02g0211100 0 2:6183754-6187803 gene:Os02g0211100 gene:Os02g0211000
gene:Os02g0211000 1.01828 2:6197724-6204381 gene:Os02g0211000 gene:Os02g0211100
gene:Os02g0211350 2.6994 2:6222701-6224972 gene:Os02g0211500 gene:Os02g0211350
gene:Os02g0211150 0 2:6207759-6213687 gene:Os02g0211350 gene:Os02g0211500
gene:Os02g0211200 0 2:6212060-6212890 gene:Os02g0211150 gene:Os02g0212100
gene:Os02g0211500 0.0753047 2:6226875-6228372 gene:Os02g0211200 gene:Os02g0211800
gene:Os02g0212100 0 2:6261070-6261628 gene:Os02g0212100 gene:Os02g0211900
gene:Os02g0212400 0 2:6268419-6268818 gene:Os02g0211800 gene:Os02g0211150
gene:Os02g0211800 0.165858 2:6247082-6250359 gene:Os02g0212400 gene:Os02g0211200
gene:Os02g0211900 0.607091 2:6265994-6267554 gene:Os02g0211900 gene:Os02g0212300
gene:Os02g0212300 0.147206 2:6254345-6256373 gene:Os02g0212300 gene:Os02g0212975
gene:Os02g0212500 0.924288 2:6270313-6271547 gene:Os02g0212500 gene:Os02g0212900
gene:Os02g0212975 0.381552 2:6309981-6310686 gene:Os02g0212975 gene:Os02g0213100
gene:Os02g0212900 0.637773 2:6321111-6322164 gene:Os02g0212900 gene:Os02g0212400
gene:Os02g0213100 0.0838957 2:6311650-6313443 gene:Os02g0213100 gene:Os02g0213700
gene:Os02g0213700 0 2:6376510-6377562 gene:Os02g0213700 gene:Os02g0212500
gene:Os02g0214050 0 2:6342438-6345001 gene:Os02g0214050 gene:Os02g0213450
gene:Os02g0213450 2.45042 2:6387969-6390904 gene:Os02g0213450 gene:Os02g0214050
gene:Os02g0214300 4.27572 2:6397331-6399266 gene:Os02g0214400 gene:Os02g0214500
gene:Os02g0214400 0 2:6399411-6402186 gene:Os02g0214300 gene:Os02g0214400
gene:Os02g0214500 0.0356047 2:6404018-6405861 gene:Os02g0214500 gene:Os02g0214300
gene:Os02g0214633 0 2:6423112-6423389 gene:Os02g0214633 gene:Os02g0214633
gene:Os02g0214900 0.163079 2:6424576-6430587 gene:Os02g0214900 gene:Os02g0214900
gene:Os02g0214766 0.0240069 2:6424896-6430494 gene:Os02g0214766 gene:Os02g0214766
gene:Os02g0215050 0 2:6442987-6443886 gene:Os02g0215050 gene:Os02g0215050
gene:Os02g0215100 0.032162 2:6443130-6445361 gene:Os02g0215100 gene:Os02g0215100
gene:Os02g0215801 0.530904 2:6485608-6485982 gene:Os02g0215801 gene:Os02g0215000
gene:Os02g0215700 0.663325 2:6476684-6480097 gene:Os02g0215000 gene:Os02g0215700
gene:Os02g0215000 11.1591 2:6433241-6441693 gene:Os02g0215700 gene:Os02g0215650
gene:Os02g0215650 0 2:6473605-6475388 gene:Os02g0215650 gene:Os02g0215600
gene:Os02g0215600 0.344081 2:6473994-6475502 gene:Os02g0215600 gene:Os02g0215801
gene:Os02g0215200 1.86469 2:6447077-6453167 gene:Os02g0215400 gene:Os02g0215400
gene:Os02g0215300 4.23504e-73 2:6447213-6450374 gene:Os02g0215500 gene:Os02g0215500
gene:Os02g0215400 1.79162 2:6468566-6473301 gene:Os02g0215200 gene:Os02g0216200
gene:Os02g0215500 0.238854 2:6468825-6472843 gene:Os02g0215300 gene:Os02g0216250
gene:Os02g0216200 0 2:6488456-6490577 gene:Os02g0216250 gene:Os02g0215900
gene:Os02g0215900 0.0893753 2:6505110-6505588 gene:Os02g0215900 gene:Os02g0215200
gene:Os02g0216250 0 2:6501545-6504022 gene:Os02g0216200 gene:Os02g0215300
gene:Os02g0216100 0.00355438 2:6496678-6498016 gene:Os02g0216100 gene:Os02g0216100
gene:Os02g0216150 0.0255453 2:6496936-6498264 gene:Os02g0216150 gene:Os02g0216150
gene:Os02g0215950 0.144003 2:6490615-6496493 gene:Os02g0215950 gene:Os02g0215950
gene:Os02g0216000 2.63468e-07 2:6491389-6495136 gene:Os02g0216000 gene:Os02g0216000
gene:Os02g0216600 3.40344 2:6533711-6535405 gene:Os02g0216600 gene:Os02g0217250
gene:Os02g0217250 0 2:6553814-6557969 gene:Os02g0217250 gene:Os02g0216600
gene:Os02g0216700 2.92952 2:6535936-6538109 gene:Os02g0216700 gene:Os02g0216700
gene:Os02g0216500 12.4867 2:6529684-6533054 gene:Os02g0216500 gene:Os02g0217400
gene:Os02g0217400 0 2:6559487-6562188 gene:Os02g0217400 gene:Os02g0217425
gene:Os02g0217425 0 2:6559510-6561928 gene:Os02g0217425 gene:Os02g0217500
gene:Os02g0217500 6.37073 2:6568145-6572499 gene:Os02g0217500 gene:Os02g0216500
gene:Os02g0217900 0.144799 2:6587376-6588245 gene:Os02g0217900 gene:Os02g0217900
gene:Os02g0217800 4.27927 2:6508873-6524586 gene:Os02g0217800 gene:Os02g0217800
gene:Os02g0217850 5.47465e-09 2:6515930-6519173 gene:Os02g0217850 gene:Os02g0217850
gene:Os02g0217600 14.5333 2:6582276-6587300 gene:Os02g0217600 gene:Os02g0216300
gene:Os02g0217666 1.44109e-23 2:6582335-6587253 gene:Os02g0217666 gene:Os02g0216400
gene:Os02g0216300 43.8836 2:6572798-6577600 gene:Os02g0218700 gene:Os02g0217600
gene:Os02g0216400 0.632075 2:6573266-6575712 gene:Os02g0219000 gene:Os02g0217666
gene:Os02g0218700 0 2:6628382-6630103 gene:Os02g0218200 gene:Os02g0218700
gene:Os02g0219000 0 2:6644226-6645926 gene:Os02g0216300 gene:Os02g0219000
gene:Os02g0219050 0 2:6648212-6649777 gene:Os02g0216400 gene:Os02g0218750
gene:Os02g0218750 0 2:6599224-6606516 gene:Os02g0218750 gene:Os02g0218800
gene:Os02g0218800 0 2:6637968-6639572 gene:Os02g0218800 gene:Os02g0218550
gene:Os02g0218550 0.47133 2:6637972-6639828 gene:Os02g0218550 gene:Os02g0218600
gene:Os02g0218600 2.80916 2:6616275-6622982 gene:Os02g0218600 gene:Os02g0219050
gene:Os02g0218200 36.5687 2:6621778-6623047 gene:Os02g0219050 gene:Os02g0218300
gene:Os02g0218300 3.44549 2:6608070-6610614 gene:Os02g0218300 gene:Os02g0218500
gene:Os02g0218500 3.97292 2:6611602-6614191 gene:Os02g0218500 gene:Os02g0218400
gene:Os02g0218400 1.64266 2:6609458-6613930 gene:Os02g0218400 gene:Os02g0219400
gene:Os02g0219400 3.83923 2:6668861-6672904 gene:Os02g0219200 gene:Os02g0219200
gene:Os02g0219800 3.83796 2:6677117-6680011 gene:Os02g0219300 gene:Os02g0219300
gene:Os02g0219200 0.080061 2:6655867-6659388 gene:Os02g0219800 gene:Os02g0219800
gene:Os02g0219300 1.6725e-15 2:6656062-6659077 gene:Os02g0219400 gene:Os02g0218200
gene:Os02g0220450 0 2:6713132-6716613 gene:Os02g0220450 gene:Os02g0219950
gene:Os02g0220400 2.56716 2:6705752-6707433 gene:Os02g0219900 gene:Os02g0220000
gene:Os02g0219950 0 2:6687292-6688110 gene:Os02g0219950 gene:Os02g0219900
gene:Os02g0220000 0 2:6687557-6689362 gene:Os02g0220000 gene:Os02g0220450
gene:Os02g0220050 0 2:6693585-6694400 gene:Os02g0220050 gene:Os02g0220400
gene:Os02g0220100 0 2:6693856-6695685 gene:Os02g0220100 gene:Os02g0220050
gene:Os02g0219900 17.2131 2:6680304-6683027 gene:Os02g0220400 gene:Os02g0220100
gene:Os02g0220500 39.1589 2:6716991-6720422 gene:Os02g0220500 gene:Os02g0220500
gene:Os02g0220600 18.5004 2:6721987-6726015 gene:Os02g0220600 gene:Os02g0220600
gene:Os02g0221100 0 2:6744957-6749884 gene:Os02g0221100 gene:Os02g0221100
gene:Os02g0221400 10.9798 2:6770988-6779383 gene:Os02g0221400 gene:Os02g0221400
gene:Os02g0221300 0.200123 2:6771312-6778380 gene:Os02g0221300 gene:Os02g0221300
gene:Os02g0220700 15.3479 2:6726464-6733496 gene:Os02g0220700 gene:Os02g0220700
gene:Os02g0220800 7.14311e-08 2:6732382-6733630 gene:Os02g0220800 gene:Os02g0220800
gene:Os02g0221600 6.55545 2:6791026-6795032 gene:Os02g0221600 gene:Os02g0221600
gene:Os02g0221800 4.16506 2:6798567-6802478 gene:Os02g0221500 gene:Os02g0221800
gene:Os02g0221500 25.8659 2:6784205-6788332 gene:Os02g0221800 gene:Os02g0222100
gene:Os02g0222100 2.9964 2:6831022-6835681 gene:Os02g0222500 gene:Os02g0222500
gene:Os02g0222500 0.150485 2:6810647-6814078 gene:Os02g0222100 gene:Os02g0221900
gene:Os02g0221900 1.83147 2:6802705-6805314 gene:Os02g0221900 gene:Os02g0222000
gene:Os02g0222000 1.73879e-21 2:6802927-6805159 gene:Os02g0222000 gene:Os02g0221500
gene:Os02g0223200 1.94497 2:6902083-6903490 gene:Os02g0223200 gene:Os02g0223200
gene:Os02g0223300 1.45676 2:6902423-6903803 gene:Os02g0223300 gene:Os02g0223300
gene:Os02g0223850 0 2:6925976-6927916 gene:Os02g0223850 gene:Os02g0223700
gene:Os02g0224100 5.30986 2:6956598-6959803 gene:Os02g0224100 gene:Os02g0223850
gene:Os02g0223700 71.3833 2:6915417-6916621 gene:Os02g0223700 gene:Os02g0224100
gene:Os02g0224200 10.6569 2:6964063-6971934 gene:Os02g0224200 gene:Os02g0224200
gene:Os02g0224400 5.96342 2:6985341-6993456 gene:Os02g0224400 gene:Os02g0224400
gene:Os02g0224300 61.734 2:6983499-6984891 gene:Os02g0224300 gene:Os02g0224300
gene:Os02g0224800 13.3411 2:7012511-7017442 gene:Os02g0224900 gene:Os02g0224900
gene:Os02g0224850 0.0377693 2:7006162-7010507 gene:Os02g0224800 gene:Os02g0224800
gene:Os02g0224900 9.24966 2:7006166-7010202 gene:Os02g0224850 gene:Os02g0224850
gene:Os02g0225100 0 2:7024789-7025386 gene:Os02g0225100 gene:Os02g0225100
gene:Os02g0225900 0.0694161 2:7062836-7064444 gene:Os02g0225900 gene:Os02g0225900
gene:Os02g0225300 14.3015 2:7032347-7034864 gene:Os02g0225300 gene:Os02g0225300
gene:Os02g0226200 0.416003 2:7078702-7079848 gene:Os02g0226200 gene:Os02g0226000
gene:Os02g0225000 42.1813 2:7066390-7069494 gene:Os02g0226000 gene:Os02g0226200
gene:Os02g0226000 12.6672 2:7018718-7024190 gene:Os02g0225000 gene:Os02g0225000
gene:Os02g0226600 0 2:7097061-7100301 gene:Os02g0226600 gene:Os02g0226600
gene:Os02g0226700 0 2:7097840-7098813 gene:Os02g0226700 gene:Os02g0226700
gene:Os02g0226400 4.87721 2:7088832-7089475 gene:Os02g0226400 gene:Os02g0226400
gene:Os02g0226500 4.02192 2:7089178-7089730 gene:Os02g0226500 gene:Os02g0226500
gene:Os02g0226300 4.8962 2:7111042-7116123 gene:Os02g0226300 gene:Os02g0226801
gene:Os02g0226350 15.1193 2:7115785-7119239 gene:Os02g0226350 gene:Os02g0226900
gene:Os02g0226801 0 2:7083361-7088382 gene:Os02g0226801 gene:Os02g0226300
gene:Os02g0226900 1.09877 2:7087099-7087313 gene:Os02g0226900 gene:Os02g0226350
gene:Os02g0227000 6.01254 2:7135189-7137965 gene:Os02g0227000 gene:Os02g0227000
gene:Os02g0227100 1.27451 2:7126762-7132072 gene:Os02g0227100 gene:Os02g0227100
gene:Os02g0227200 32.1479 2:7132033-7133382 gene:Os02g0227200 gene:Os02g0227200
gene:Os02g0227500 0 2:7154363-7155580 gene:Os02g0227500 gene:Os02g0227500
gene:Os02g0227900 0 2:7186768-7187287 gene:Os02g0228000 gene:Os02g0227900
gene:Os02g0228000 0 2:7219171-7219630 gene:Os02g0228151 gene:Os02g0228000
gene:Os02g0228151 0 2:7164808-7166419 gene:Os02g0227600 gene:Os02g0227600
gene:Os02g0227600 0.363435 2:7172421-7175962 gene:Os02g0227700 gene:Os02g0228151
gene:Os02g0227700 0.577479 2:7179393-7184521 gene:Os02g0227900 gene:Os02g0227700
gene:Os02g0227400 17.5126 2:7144544-7150536 gene:Os02g0227400 gene:Os02g0227400
gene:Os02g0228600 2.96419 2:7236896-7238134 gene:Os02g0228600 gene:Os02g0228600
gene:Os02g0228900 0.646934 2:7245056-7248588 gene:Os02g0228900 gene:Os02g0228900
gene:Os02g0229200 0 2:7263802-7267225 gene:Os02g0229200 gene:Os02g0229200
gene:Os02g0229000 45.259 2:7258693-7260380 gene:Os02g0229000 gene:Os02g0229000
gene:Os02g0228300 57.2772 2:7220632-7224467 gene:Os02g0229600 gene:Os02g0228300
gene:Os02g0228400 3.58818 2:7221274-7223499 gene:Os02g0228300 gene:Os02g0228400
gene:Os02g0229600 0 2:7279703-7282395 gene:Os02g0228400 gene:Os02g0229600
gene:Os02g0229800 0.187822 2:7300584-7301472 gene:Os02g0229800 gene:Os02g0229800
gene:Os02g0229900 1.78547 2:7310362-7310992 gene:Os02g0229900 gene:Os02g0229900
gene:Os02g0230000 1.74656 2:7312010-7314657 gene:Os02g0230000 gene:Os02g0230000
gene:Os02g0230625 0 2:7321446-7322881 gene:Os02g0230100 gene:Os02g0230200
gene:Os02g0231000 0 2:7316398-7319487 gene:Os02g0230625 gene:Os02g0230100
gene:Os02g0230200 1.23845 2:7337799-7338329 gene:Os02g0230875 gene:Os02g0230625
gene:Os02g0230875 0.205603 2:7365982-7366298 gene:Os02g0230200 gene:Os02g0230875
gene:Os02g0230100 7.94115 2:7365269-7365975 gene:Os02g0231000 gene:Os02g0231000
gene:Os02g0230250 0 2:7434758-7438310 gene:Os02g0231600 gene:Os02g0231600
gene:Os02g0230300 0 2:7323912-7325155 gene:Os02g0230250 gene:Os02g0230250
gene:Os02g0231700 0 2:7323915-7324292 gene:Os02g0230300 gene:Os02g0230300
gene:Os02g0231850 0 2:7431356-7433852 gene:Os02g0231700 gene:Os02g0231700
gene:Os02g0231600 3.63104 2:7439851-7443657 gene:Os02g0231850 gene:Os02g0231850
gene:Os02g0232300 0 2:7485425-7487005 gene:Os02g0232300 gene:Os02g0232300
gene:Os02g0232100 2.81081 2:7466237-7470926 gene:Os02g0232100 gene:Os02g0232100
gene:Os02g0232000 2.40166 2:7464027-7465505 gene:Os02g0232000 gene:Os02g0232000
gene:Os02g0232050 4.21541e-07 2:7464391-7465082 gene:Os02g0232050 gene:Os02g0232050
gene:Os02g0232900 0.986348 2:7273035-7278242 gene:Os02g0229400 gene:Os02g0229400
gene:Os02g0233200 0.2579 2:7273825-7278165 gene:Os02g0229501 gene:Os02g0229501
gene:Os02g0233100 3.00832 2:7516237-7519231 gene:Os02g0232900 gene:Os02g0232900
gene:Os02g0233333 12.3912 2:7548546-7551644 gene:Os02g0233200 gene:Os02g0233200
gene:Os02g0233566 0 2:7542596-7547070 gene:Os02g0233100 gene:Os02g0233100
gene:Os02g0234051 0 2:7574577-7577991 gene:Os02g0233566 gene:Os02g0233566
gene:Os02g0232500 5.80507 2:7588595-7589065 gene:Os02g0233333 gene:Os02g0233333
gene:Os02g0234200 3.5034 2:7567041-7567476 gene:Os02g0234051 gene:Os02g0234051
gene:Os02g0229400 76.4329 2:7594951-7599868 gene:Os02g0232500 gene:Os02g0232500
gene:Os02g0229501 0.0539265 2:7501362-7513592 gene:Os02g0234200 gene:Os02g0234200
gene:Os02g0234300 12.7241 2:7491228-7497708 gene:Os02g0232400 gene:Os02g0232400
gene:Os02g0232400 60.791 2:7612540-7615346 gene:Os02g0234300 gene:Os02g0234300
gene:Os02g0234400 5.92178 2:7618026-7619445 gene:Os02g0234400 gene:Os02g0234400
gene:Os02g0234450 0.949654 2:7618737-7621248 gene:Os02g0234450 gene:Os02g0234450
gene:Os02g0234700 0.122901 2:7627394-7628246 gene:Os02g0234700 gene:Os02g0234700
gene:Os02g0234750 0 2:7627888-7628252 gene:Os02g0234750 gene:Os02g0234750
gene:Os02g0235050 4.756 2:7630947-7635189 gene:Os02g0234800 gene:Os02g0234800
gene:Os02g0235000 8.06379 2:7650616-7650977 gene:Os02g0235050 gene:Os02g0235050
gene:Os02g0234800 30.7093 2:7643725-7646118 gene:Os02g0235000 gene:Os02g0235101
gene:Os02g0235101 3.541 2:7654189-7655639 gene:Os02g0235101 gene:Os02g0235000
gene:Os02g0235600 13.1732 2:7676837-7687402 gene:Os02g0235600 gene:Os02g0236000
gene:Os02g0235701 1.53046e-06 2:7677009-7687373 gene:Os02g0235701 gene:Os02g0235600
gene:Os02g0235900 6.0476 2:7690241-7692086 gene:Os02g0235900 gene:Os02g0235701
gene:Os02g0235802 5.83577e-08 2:7690291-7691985 gene:Os02g0235802 gene:Os02g0235900
gene:Os02g0236000 8.3652 2:7706618-7710902 gene:Os02g0236000 gene:Os02g0235802
gene:Os02g0236100 9.68271 2:7711096-7715739 gene:Os02g0236100 gene:Os02g0236100
gene:Os02g0238150 0 2:7813609-7815599 gene:Os02g0238150 gene:Os02g0236600
gene:Os02g0236600 1.09933 2:7751286-7753674 gene:Os02g0236600 gene:Os02g0236800
gene:Os02g0236800 0.727929 2:7760993-7762414 gene:Os02g0236800 gene:Os02g0238150
gene:Os02g0237000 0 2:7770037-7771054 gene:Os02g0237000 gene:Os02g0237000
gene:Os02g0236900 0 2:7770050-7770890 gene:Os02g0236900 gene:Os02g0236900
gene:Os02g0237100 0 2:7772398-7776161 gene:Os02g0237100 gene:Os02g0237100
gene:Os02g0237801 0 2:7775143-7778858 gene:Os02g0237801 gene:Os02g0237801
gene:Os02g0240100 0 2:7938410-7939811 gene:Os02g0240100 gene:Os02g0238500
gene:Os02g0238500 3.63077 2:7845989-7852176 gene:Os02g0238500 gene:Os02g0240100
gene:Os02g0236200 34.5436 2:7718959-7723687 gene:Os02g0236200 gene:Os02g0236200
gene:Os02g0236401 8.2761e-09 2:7719810-7722344 gene:Os02g0236401 gene:Os02g0236401
gene:Os02g0241100 2.13618 2:7975664-7978686 gene:Os02g0241100 gene:Os02g0241100
gene:Os02g0241200 1.63151 2:7986052-7988630 gene:Os02g0241200 gene:Os02g0241200
gene:Os02g0240300 37.7792 2:7948542-7949997 gene:Os02g0240300 gene:Os02g0240300
gene:Os02g0241300 9.53859 2:7991942-7996772 gene:Os02g0241300 gene:Os02g0241300
gene:Os02g0242100 0 2:8033811-8035457 gene:Os02g0242100 gene:Os02g0242100
gene:Os02g0242550 0 2:8051953-8053519 gene:Os02g0242550 gene:Os02g0242550
gene:Os02g0242600 0 2:8057651-8059642 gene:Os02g0242600 gene:Os02g0242600
gene:Os02g0242900 0 2:8076331-8077510 gene:Os02g0242900 gene:Os02g0242900
gene:Os02g0243300 0.959946 2:8092151-8093845 gene:Os02g0243300 gene:Os02g0243300
gene:Os02g0244000 0.0748612 2:8004992-8017344 gene:Os02g0241600 gene:Os02g0244000
gene:Os02g0241600 9.55742 2:8014185-8017045 gene:Os02g0241650 gene:Os02g0241600
gene:Os02g0241650 1.71956e-07 2:8110974-8113258 gene:Os02g0244000 gene:Os02g0241650
gene:Os02g0244100 4.55991 2:8115222-8121651 gene:Os02g0244100 gene:Os02g0244100
gene:Os02g0244450 0 2:8143623-8143679 gene:Os02g0244450 gene:Os02g0244450
gene:Os02g0234500 158.5 2:8135121-8143345 gene:Os02g0244300 gene:Os02g0244300
gene:ENSRNA049449432 0 2:7621904-7627260 gene:Os02g0244600 gene:Os02g0244600
gene:Os02g0244300 7.51987 2:7622398-7622470 gene:Os02g0244650 gene:Os02g0244650
gene:Os02g0244600 45.4963 2:8164660-8169145 gene:Os02g0234500 gene:Os02g0234500
gene:Os02g0244650 8.00122e-07 2:8165925-8169030 gene:ENSRNA049449432 gene:ENSRNA049449432
gene:Os02g0245100 5.58983 2:8204259-8206393 gene:Os02g0245100 gene:Os02g0197600
gene:Os02g0245600 0 2:8197016-8199726 gene:Os02g0244700 gene:Os02g0244700
gene:Os02g0245301 0.907864 2:8172420-8184167 gene:Os02g0244850 gene:Os02g0244850
gene:Os02g0245000 21.8316 2:8178054-8184020 gene:Os02g0245600 gene:Os02g0245000
gene:Os02g0245900 0 2:8224551-8225246 gene:Os02g0245000 gene:Os02g0245100
gene:Os02g0246101 0 2:8240777-8241649 gene:Os02g0245301 gene:Os02g0245301
gene:Os02g0246500 0 2:8256455-8257568 gene:Os02g0245900 gene:Os02g0245600
gene:Os02g0245200 8.85064 2:8261246-8261809 gene:Os02g0246101 gene:Os02g0245900
gene:Os02g0246300 10.7056 2:8268232-8269291 gene:Os02g0246500 gene:Os02g0246101
gene:Os02g0246900 1.9371 2:8262545-8265570 gene:Os02g0245200 gene:Os02g0245200
gene:Os02g0246600 4.27678 2:8292476-8293241 gene:Os02g0246900 gene:Os02g0246500
gene:Os02g0245800 9.61421 2:8299603-8306389 gene:Os02g0247000 gene:Os02g0246300
gene:Os02g0245850 0.0440872 2:8276838-8278454 gene:Os02g0246300 gene:Os02g0245800
gene:Os02g0244700 62.2245 2:8244346-8248444 gene:Os02g0246600 gene:Os02g0245850
gene:Os02g0244850 2.41858e-12 2:8245407-8248330 gene:Os02g0245800 gene:Os02g0246900
gene:Os02g0247100 0 2:8209594-8223355 gene:Os02g0245850 gene:Os02g0247000
gene:Os02g0247000 0.365037 2:8323865-8324946 gene:Os02g0247100 gene:Os02g0246600
gene:Os02g0247200 1.88713 2:8326164-8343175 gene:Os02g0247200 gene:Os02g0247100
gene:Os02g0248100 0 2:8367221-8368216 gene:Os02g0248100 gene:Os02g0247200
gene:Os02g0248440 0 2:8397655-8398297 gene:Os02g0248440 gene:Os02g0248100
gene:Os02g0248800 0 2:8401327-8403216 gene:Os02g0248800 gene:Os02g0248440
gene:Os02g0247800 2.08151 2:8350091-8351259 gene:Os02g0247800 gene:Os02g0247800
gene:Os02g0247500 0.670617 2:8350330-8351592 gene:Os02g0247500 gene:Os02g0248800
gene:Os02g0247600 3.53485e-05 2:8358823-8362959 gene:Os02g0247600 gene:Os02g0249000
gene:Os02g0248200 0 2:8380540-8384118 gene:Os02g0248200 gene:Os02g0249102
gene:Os02g0248300 0.151885 2:8380575-8381196 gene:Os02g0248300 gene:Os02g0247500
gene:Os02g0249000 0 2:8406708-8408682 gene:Os02g0249000 gene:Os02g0247600
gene:Os02g0249102 0 2:8412712-8412959 gene:Os02g0249102 gene:Os02g0248200
gene:Os02g0249500 0 2:8433457-8436694 gene:Os02g0249200 gene:Os02g0248300
gene:Os02g0249200 0.296236 2:8416953-8417585 gene:Os02g0249500 gene:Os02g0249200
gene:Os02g0249600 0 2:8446622-8448546 gene:Os02g0249600 gene:Os02g0249300
gene:Os02g0249300 0.881405 2:8422880-8423702 gene:Os02g0249300 gene:Os02g0249500
gene:Os02g0249700 1.08177 2:8453871-8455936 gene:Os02g0249700 gene:Os02g0249600
gene:Os02g0249800 0 2:8458663-8460633 gene:Os02g0249800 gene:Os02g0249800
gene:Os02g0249900 0 2:8465065-8467035 gene:Os02g0249900 gene:Os02g0249900
gene:Os02g0250300 7.63722 2:8490391-8498003 gene:Os02g0250300 gene:Os02g0249700
gene:Os02g0250600 0 2:8516601-8518271 gene:Os02g0250600 gene:Os02g0250300
gene:Os02g0251800 0 2:8539272-8539623 gene:Os02g0251800 gene:Os02g0250600
gene:Os02g0251900 0.219151 2:8541337-8542125 gene:Os02g0251900 gene:Os02g0251800
gene:Os02g0251700 8.1343 2:8536373-8538452 gene:Os02g0251700 gene:Os02g0251900
gene:Os02g0250400 33.2345 2:8501441-8504977 gene:Os02g0250400 gene:Os02g0251700
gene:Os02g0250700 5.57517 2:8584812-8585532 gene:Os02g0252300 gene:Os02g0252300
gene:ENSRNA049448770 0 2:8582542-8584532 gene:Os02g0252200 gene:Os02g0252200
gene:ENSRNA049448805 0 2:8590317-8593735 gene:Os02g0252400 gene:Os02g0253150
gene:ENSRNA049448783 0 2:8612483-8613769 gene:Os02g0253150 gene:Os02g0252400
gene:Os02g0251200 0.900787 2:8597166-8601679 gene:Os02g0252600 gene:Os02g0252600
gene:ENSRNA049448821 0 2:8553858-8558162 gene:Os02g0252100 gene:Os02g0252100
gene:ENSRNA049448834 0 2:8649791-8650152 gene:Os02g0253502 gene:Os02g0253502
gene:ENSRNA049448855 0 2:8659225-8660521 gene:Os02g0253601 gene:Os02g0253601
gene:Os02g0252300 0 2:8661699-8662302 gene:Os02g0253800 gene:Os02g0253700
gene:Os02g0252200 0 2:8643575-8644850 gene:Os02g0254366 gene:Os02g0253800
gene:Os02g0252400 0 2:8679388-8680699 gene:Os02g0253700 gene:Os02g0254100
gene:Os02g0253150 0 2:8679430-8680629 gene:Os02g0254100 gene:Os02g0254233
gene:Os02g0252600 0.935888 2:8518505-8535685 gene:Os02g0254233 gene:Os02g0254366
gene:Os02g0253502 0 2:8519913-8519985 gene:Os02g0250700 gene:Os02g0254550
gene:Os02g0253601 0 2:8527181-8527253 gene:ENSRNA049448770 gene:Os02g0250700
gene:Os02g0253700 0 2:8524145-8524217 gene:ENSRNA049448805 gene:ENSRNA049448770
gene:Os02g0253800 0 2:8528061-8529234 gene:ENSRNA049448783 gene:ENSRNA049448805
gene:Os02g0254366 0 2:8528607-8528679 gene:Os02g0251200 gene:ENSRNA049448783
gene:Os02g0252100 38.8866 2:8530136-8530208 gene:ENSRNA049448821 gene:Os02g0251200
gene:Os02g0254100 0 2:8532291-8532363 gene:ENSRNA049448834 gene:ENSRNA049448821
gene:Os02g0254233 0 2:8693805-8694177 gene:ENSRNA049448855 gene:ENSRNA049448834
gene:Os02g0254550 3.41945 2:8700430-8702895 gene:Os02g0254550 gene:ENSRNA049448855
gene:Os02g0254600 22.3614 2:8714221-8715050 gene:Os02g0254600 gene:Os02g0254600
gene:Os02g0254700 57.642 2:8726688-8730601 gene:Os02g0254700 gene:Os02g0250400
gene:Os02g0255300 0 2:8775491-8781696 gene:Os02g0255300 gene:Os02g0254700
gene:Os02g0255400 0 2:8791269-8792098 gene:Os02g0255400 gene:Os02g0255300
gene:Os02g0255200 14.2394 2:8766854-8769279 gene:Os02g0255200 gene:Os02g0255400
gene:Os02g0255066 0 2:8760060-8760449 gene:Os02g0255066 gene:Os02g0255200
gene:Os02g0255100 13.4481 2:8760066-8766268 gene:Os02g0255100 gene:Os02g0255066
gene:Os02g0255000 37.0713 2:8747017-8756024 gene:Os02g0255000 gene:Os02g0255100
gene:Os02g0255033 0.337463 2:8747654-8754363 gene:Os02g0255033 gene:Os02g0255000
gene:Os02g0255500 85.0212 2:8801324-8805273 gene:Os02g0255500 gene:Os02g0255033
gene:Os02g0255900 0.826293 2:8825028-8825614 gene:Os02g0256200 gene:Os02g0255500
gene:Os02g0256500 0 2:8850622-8851897 gene:Os02g0256500 gene:Os02g0256200
gene:Os02g0256800 0 2:8854326-8854985 gene:Os02g0255900 gene:Os02g0256500
gene:Os02g0257001 0 2:8856565-8860576 gene:Os02g0256800 gene:Os02g0256800
gene:Os02g0256200 0.0294974 2:8842947-8844249 gene:Os02g0257001 gene:Os02g0255900
gene:Os02g0256000 1.00177 2:8834019-8835881 gene:Os02g0256000 gene:Os02g0257001
gene:Os02g0256100 0.0651976 2:8834368-8837492 gene:Os02g0256100 gene:Os02g0257100
gene:Os02g0257100 0 2:8866814-8867667 gene:Os02g0257100 gene:Os02g0256000
gene:Os02g0257200 0 2:8869191-8871520 gene:Os02g0257200 gene:Os02g0256100
gene:Os02g0257250 0 2:8869356-8871474 gene:Os02g0257250 gene:Os02g0257200
gene:Os02g0255700 145.934 2:5468647-5470490 gene:Os02g0255700 gene:Os02g0257250
gene:Os02g0255801 0.408798 2:8810103-8820960 gene:Os02g0255801 gene:Os02g0255700
gene:Os02g0197600 4580.02 2:8813628-8814915 gene:Os02g0197600 gene:Os02g0255801
